report_id,title,accident_date,location,parent_code,parent_name,subcategory_code,subcategory_name,score,pct_of_parent,combined_confidence,n_chunks,rank,your_decision,notes
AAB0202.pdf,"Cessna 335, N8354N",2000-10-15,"Hillsboro, MO",LOC-I,Loss of Control - Inflight,HF-PERCEPTUAL,Perceptual Error,0.43997732421864,34.2,0.2731747558642337,1,2,,
AAB0202.pdf,"Cessna 335, N8354N",2000-10-15,"Hillsboro, MO",LOC-I,Loss of Control - Inflight,LOC-I-ENV,Environmental LOC,0.4042578153423437,31.4,0.24703655723668955,1,3,,
AAB0202.pdf,"Cessna 335, N8354N",2000-10-15,"Hillsboro, MO",LOC-I,Loss of Control - Inflight,LOC-I-SD,Spatial Disorientation,0.4432545054726529,34.4,0.27557287435047906,1,1,,
AAB0203.pdf,"Gulfstream III, N303GA",2001-03-28,"Aspen, CO",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.5552126255787972,34.6,0.2589472053916786,5,1,,
AAB0203.pdf,"Gulfstream III, N303GA",2001-03-28,"Aspen, CO",CFIT,Controlled Flight Into Terrain,CFIT-VIS,Visual Conditions/Illusions,0.5113383773614382,31.9,0.30562541130223325,2,3,,
AAB0203.pdf,"Gulfstream III, N303GA",2001-03-28,"Aspen, CO",CFIT,Controlled Flight Into Terrain,HF-VIOLATION,Violation,0.537219296757991,33.5,0.2529430291247793,3,2,,
AAB0203.pdf,"Gulfstream III, N303GA",2001-03-28,"Aspen, CO",LOC-I,Loss of Control - Inflight,HF-DECISION,Decision Error,0.4562275974975118,36.6,0.28020902104882456,1,1,,
AAB0203.pdf,"Gulfstream III, N303GA",2001-03-28,"Aspen, CO",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.397138600846911,31.8,0.2377066328578188,1,2,,
AAB0203.pdf,"Gulfstream III, N303GA",2001-03-28,"Aspen, CO",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.394530280017351,31.6,0.2358304821240338,1,3,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",FUEL,Fuel Related,FUEL-CONTAM,Fuel Contamination,0.5691275789429202,33.1,0.28953665831781494,4,2,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",FUEL,Fuel Related,FUEL-EXHAUST,Fuel Exhaustion,0.565855711486001,32.9,0.2795225374685966,3,3,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",FUEL,Fuel Related,FUEL-STARVE,Fuel Starvation,0.5830813702151559,33.9,0.2916655371402357,5,1,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",LOC-I,Loss of Control - Inflight,HF-PERCEPTUAL,Perceptual Error,0.43283946026202375,34.2,0.27227706145761615,1,1,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.40242859173713963,31.8,0.2496642893916514,1,3,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.43089342977328504,34.0,0.2708300411648791,1,2,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-ENG,Engine Mechanical Failure,0.40719221528350485,32.1,0.24070509549445535,1,3,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-FIRE,Powerplant Fire,0.41434287188620195,32.7,0.21665946901751826,1,2,,
AAB0205.pdf,"Executive Airlines, British Aerospace J-3101, N16EJ",2000-04-20,"Bear Creek Township, PA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-FUEL,Fuel System Failure,0.4456891243965023,35.2,0.23619334082874086,1,1,,
AAB0401.pdf,"Loss of Control and Impact with Terrain, Canadair Challenger CL-604 Flight Test Airplane, C-FTBZ",2000-10-09,"Wichita, KS",LOC-I,Loss of Control - Inflight,LOC-I-LOAD,Loading/CG Issues,0.39455259096953066,46.4,0.2201767595766554,1,2,,
AAB0401.pdf,"Loss of Control and Impact with Terrain, Canadair Challenger CL-604 Flight Test Airplane, C-FTBZ",2000-10-09,"Wichita, KS",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.45648475825868307,53.6,0.2617644670583877,1,1,,
AAB0402.pdf,"Uncontrolled Descent and Impact with Terrain, Eurocopter AS350-B2 Helicopter, N169PA",2001-08-09,"Meadview, AZ",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.37279952036223113,100.0,0.2197961092849021,1,1,,
AAB0402.pdf,"Uncontrolled Descent and Impact with Terrain, Eurocopter AS350-B2 Helicopter, N169PA",2001-08-09,"Meadview, AZ",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-ELEC,Electrical System,0.3747844651075275,45.5,0.2160548236500687,1,2,,
AAB0402.pdf,"Uncontrolled Descent and Impact with Terrain, Eurocopter AS350-B2 Helicopter, N169PA",2001-08-09,"Meadview, AZ",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-HYD,Hydraulic System,0.4487928568181484,54.5,0.2679501380414327,1,1,,
AAB0402.pdf,"Uncontrolled Descent and Impact with Terrain, Eurocopter AS350-B2 Helicopter, N169PA",2001-08-09,"Meadview, AZ",SCF-PP,System/Component Failure - Powerplant,SCF-PP-ENG,Engine Mechanical Failure,0.5137494060323284,38.3,0.27549489216760836,2,1,,
AAB0402.pdf,"Uncontrolled Descent and Impact with Terrain, Eurocopter AS350-B2 Helicopter, N169PA",2001-08-09,"Meadview, AZ",SCF-PP,System/Component Failure - Powerplant,SCF-PP-FIRE,Powerplant Fire,0.37968961809716123,28.3,0.23202589379663716,1,3,,
AAB0402.pdf,"Uncontrolled Descent and Impact with Terrain, Eurocopter AS350-B2 Helicopter, N169PA",2001-08-09,"Meadview, AZ",SCF-PP,System/Component Failure - Powerplant,SCF-PP-PROP,Propeller/Rotor Failure,0.4475278148670602,33.4,0.23777585087617004,1,2,,
AAB0601.pdf,"Controlled Flight Into Terrain, Beech King Air 200, N501RH",2004-10-23,"Stuart, VA",CFIT,Controlled Flight Into Terrain,CFIT-NAV,Navigation Error,0.4942840103033569,37.8,0.2364224150547527,2,1,,
AAB0601.pdf,"Controlled Flight Into Terrain, Beech King Air 200, N501RH",2004-10-23,"Stuart, VA",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.41082181381596977,31.4,0.24026727742566642,1,2,,
AAB0601.pdf,"Controlled Flight Into Terrain, Beech King Air 200, N501RH",2004-10-23,"Stuart, VA",CFIT,Controlled Flight Into Terrain,HF-PERCEPTUAL,Perceptual Error,0.40187774134939525,30.7,0.23402309378220792,1,3,,
AAB0603.pdf,"Crash During Takeoff in Icing Conditions, Canadair, Ltd., CL-600-2A12, N873G",2004-11-27,"Montrose, CO",ICE,Icing,ICE-STRUCT,Structural Icing,0.47324078887138854,100.0,0.23724507060303013,2,1,,
AAB0603.pdf,"Crash During Takeoff in Icing Conditions, Canadair, Ltd., CL-600-2A12, N873G",2004-11-27,"Montrose, CO",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.4550592404475505,51.8,0.2458947898668118,1,1,,
AAB0603.pdf,"Crash During Takeoff in Icing Conditions, Canadair, Ltd., CL-600-2A12, N873G",2004-11-27,"Montrose, CO",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.422828086984557,48.2,0.22548896019093598,1,2,,
AAB0604.pdf,"Departure From Controlled Flight, Learjet 24B, N600XJ",2003-12-22,"Helendale , CA",LOC-I,Loss of Control - Inflight,HF-VIOLATION,Violation,0.4077014841171216,32.3,0.2687012788436095,1,3,,
AAB0604.pdf,"Departure From Controlled Flight, Learjet 24B, N600XJ",2003-12-22,"Helendale , CA",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.42524099700574974,33.7,0.2825206582802942,1,2,,
AAB0604.pdf,"Departure From Controlled Flight, Learjet 24B, N600XJ",2003-12-22,"Helendale , CA",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.4289041808812043,34.0,0.2854068802776037,1,1,,
AAB0605.pdf,"Controlled Flight Into Terrain, Learjet 35A, N30DK",2004-10-23,"San Diego, CA",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.4181985161670331,32.5,0.2997616673850624,1,3,,
AAB0605.pdf,"Controlled Flight Into Terrain, Learjet 35A, N30DK",2004-10-23,"San Diego, CA",CFIT,Controlled Flight Into Terrain,CFIT-SA,Situational Awareness,0.4359243179492326,33.8,0.31487698597005365,1,1,,
AAB0605.pdf,"Controlled Flight Into Terrain, Learjet 35A, N30DK",2004-10-23,"San Diego, CA",CFIT,Controlled Flight Into Terrain,HF-VIOLATION,Violation,0.4341519807206421,33.7,0.3133656612819322,1,2,,
AAB0606.pdf,"Crash During Approach to Landing, Business Jet Services Ltd., Gulfstream G-1159A (G-III), N85VT",2004-11-21,"Houston, TX",CFIT,Controlled Flight Into Terrain,CFIT-NAV,Navigation Error,0.414569645976696,32.0,0.23302308638842323,1,3,,
AAB0606.pdf,"Crash During Approach to Landing, Business Jet Services Ltd., Gulfstream G-1159A (G-III), N85VT",2004-11-21,"Houston, TX",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.4553981118872934,35.2,0.26036971951545285,1,1,,
AAB0606.pdf,"Crash During Approach to Landing, Business Jet Services Ltd., Gulfstream G-1159A (G-III), N85VT",2004-11-21,"Houston, TX",CFIT,Controlled Flight Into Terrain,HF-VIOLATION,Violation,0.4240057847652497,32.8,0.23934334897559364,1,2,,
AAB0607.pdf,"Controlled Flight Into Terrain, CASA C-212-CC, N960BW",2004-11-26,"Bamiyan, Afghanistan",CFIT,Controlled Flight Into Terrain,CFIT-NAV,Navigation Error,0.4034643975214776,29.4,0.25850235523429843,1,3,,
AAB0607.pdf,"Controlled Flight Into Terrain, CASA C-212-CC, N960BW",2004-11-26,"Bamiyan, Afghanistan",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.4890219347808926,35.6,0.2783014502900216,2,1,,
AAB0607.pdf,"Controlled Flight Into Terrain, CASA C-212-CC, N960BW",2004-11-26,"Bamiyan, Afghanistan",CFIT,Controlled Flight Into Terrain,HF-VIOLATION,Violation,0.4813348491391325,35.0,0.27305910729319144,2,2,,
AAB0607.pdf,"Controlled Flight Into Terrain, CASA C-212-CC, N960BW",2004-11-26,"Bamiyan, Afghanistan",LOC-I,Loss of Control - Inflight,HF-VIOLATION,Violation,0.4150012421037367,34.1,0.23841176464889297,1,2,,
AAB0607.pdf,"Controlled Flight Into Terrain, CASA C-212-CC, N960BW",2004-11-26,"Bamiyan, Afghanistan",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.36180594034183144,29.7,0.20200313151744725,1,3,,
AAB0607.pdf,"Controlled Flight Into Terrain, CASA C-212-CC, N960BW",2004-11-26,"Bamiyan, Afghanistan",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.4414936166797085,36.2,0.2565440266113233,1,1,,
AAB0702.pdf,"Crash During Turn Maneuver, Cirrus SR-20, N929CD",2006-10-10,"New York, NY",LOC-I,Loss of Control - Inflight,HF-VIOLATION,Violation,0.43873799508601985,34.9,0.26816275184109184,1,2,,
AAB0702.pdf,"Crash During Turn Maneuver, Cirrus SR-20, N929CD",2006-10-10,"New York, NY",LOC-I,Loss of Control - Inflight,LOC-I-ENV,Environmental LOC,0.3776835700115556,30.0,0.22415903161465453,1,3,,
AAB0702.pdf,"Crash During Turn Maneuver, Cirrus SR-20, N929CD",2006-10-10,"New York, NY",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.4404304963227669,35.0,0.26938258727175685,1,1,,
AAB0703.pdf,"Crash of Sundance Helicopters, Inc., Aerospatiale AS350BA, N270SH",2003-09-19,"City not available, AZ",CFIT,Controlled Flight Into Terrain,HF-VIOLATION,Violation,0.39675452337699574,100.0,0.2010894514663025,1,1,,
AAB1201.pdf,"Pilot/Race 177, The Galloping Ghost North American P-51D, N79111",2011-09-15,"Reno, NV",LOC-I,Loss of Control - Inflight,HF-PERCEPTUAL,Perceptual Error,0.3876133687577721,32.6,0.20330389607728627,1,2,,
AAB1201.pdf,"Pilot/Race 177, The Galloping Ghost North American P-51D, N79111",2011-09-15,"Reno, NV",LOC-I,Loss of Control - Inflight,LOC-I-ENV,Environmental LOC,0.3869404140377587,32.5,0.20887254092396945,1,3,,
AAB1201.pdf,"Pilot/Race 177, The Galloping Ghost North American P-51D, N79111",2011-09-15,"Reno, NV",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.41568566702537035,34.9,0.2210863115763753,1,1,,
AAB1301.pdf,Omega Aerial Refueling Services flight crashed on takeoff from runway 21,2011-05-17,"Point Mugo Naval Air Station, CA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-ENG,Engine Mechanical Failure,0.3818767739878612,100.0,0.20491539601258824,1,1,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.39001171443043425,49.1,0.23377759080962154,1,2,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",LOC-I,Loss of Control - Inflight,LOC-I-SYS,System-Induced LOC,0.40461632029412925,50.9,0.24433668115954735,1,1,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-FLT,Flight Control System,0.4648634763457753,33.2,0.24765313378742015,2,2,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-HYD,Hydraulic System,0.4891042569495865,35.0,0.24994751637058363,2,1,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-STRUCT,Structural Failure,0.4452687114125671,31.8,0.21608929005906086,2,3,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-ENG,Engine Mechanical Failure,0.5642274323801121,58.0,0.2554547600814328,5,1,,
AAR-90-06.pdf,The crash of United Airlines McDonnell Douglas DC-10-10,1989-07-18,"Sioux City, IA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-PROP,Propeller/Rotor Failure,0.4093104471946949,42.0,0.22322592550570716,1,2,,
AAR0001.pdf,"Controlled Flight Into Terrain, Korean Air Flight 801, Boeing 747-300, HL7468",1997-08-05,"Nimitz Hill, GU",CFIT,Controlled Flight Into Terrain,CFIT-NAV,Navigation Error,0.5207681783965913,32.3,0.2809668289305474,2,2,,
AAR0001.pdf,"Controlled Flight Into Terrain, Korean Air Flight 801, Boeing 747-300, HL7468",1997-08-05,"Nimitz Hill, GU",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.5789251651873926,36.0,0.26845845964609133,8,1,,
AAR0001.pdf,"Controlled Flight Into Terrain, Korean Air Flight 801, Boeing 747-300, HL7468",1997-08-05,"Nimitz Hill, GU",CFIT,Controlled Flight Into Terrain,HF-PERCEPTUAL,Perceptual Error,0.5102477087802898,31.7,0.2735138394208756,2,3,,
AAR0002.pdf,"Crash During Landing Federal Express, Inc., McDonnell Douglas MD-11, N611FE",1997-07-30,"Newark, NJ",LOC-I,Loss of Control - Inflight,HF-VIOLATION,Violation,0.3608596252735815,26.5,0.20262853141635284,1,3,,
AAR0002.pdf,"Crash During Landing Federal Express, Inc., McDonnell Douglas MD-11, N611FE",1997-07-30,"Newark, NJ",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.4628423977727799,34.0,0.22218093470441247,2,2,,
AAR0002.pdf,"Crash During Landing Federal Express, Inc., McDonnell Douglas MD-11, N611FE",1997-07-30,"Newark, NJ",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.5389630894361876,39.6,0.27099636324796733,2,1,,
AAR0002.pdf,"Crash During Landing Federal Express, Inc., McDonnell Douglas MD-11, N611FE",1997-07-30,"Newark, NJ",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-FLT,Flight Control System,0.3712678270061167,29.1,0.215793204884039,1,3,,
AAR0002.pdf,"Crash During Landing Federal Express, Inc., McDonnell Douglas MD-11, N611FE",1997-07-30,"Newark, NJ",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-GEAR,Landing Gear System,0.5243260471005926,41.1,0.2752334449082806,2,1,,
AAR0002.pdf,"Crash During Landing Federal Express, Inc., McDonnell Douglas MD-11, N611FE",1997-07-30,"Newark, NJ",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-STRUCT,Structural Failure,0.3794290952402735,29.8,0.2066812204079252,1,2,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",CFIT,Controlled Flight Into Terrain,CFIT-TAWS,TAWS/GPWS Issues,0.34239442938473086,100.0,0.21087068907126072,1,1,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",LOC-I,Loss of Control - Inflight,LOC-I-ENV,Environmental LOC,0.5545352901940944,54.0,0.25386335569980684,3,1,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",LOC-I,Loss of Control - Inflight,LOC-I-SYS,System-Induced LOC,0.4719916211294015,46.0,0.2420786060554953,2,2,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-FLT,Flight Control System,0.6124564761581721,38.2,0.3408178434556802,4,1,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-HYD,Hydraulic System,0.5645670896124044,35.2,0.29168726171203674,3,2,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-STRUCT,Structural Failure,0.4275884247836382,26.6,0.2828645119247569,1,3,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",SCF-PP,System/Component Failure - Powerplant,SCF-PP-ENG,Engine Mechanical Failure,0.4856758658412811,100.0,0.24488762999686264,2,1,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",WSTRW,Wind Shear/Thunderstorm,WSTRW-MICRO,Microburst,0.36145552812764714,39.2,0.21474805210580503,1,2,,
AAR0101.pdf,"Uncontrolled Descent and Collision with Terrain, United Airlines Flight 585, Boeing 737-200, N999UA,",1991-03-02,"Colorado Springs, CO",WSTRW,Wind Shear/Thunderstorm,WSTRW-TSTORM,Thunderstorm Encounter,0.5599715559258196,60.8,0.2558868623489872,3,1,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",CFIT,Controlled Flight Into Terrain,CFIT-PROC,Procedural Deviation,0.42986574534030564,35.1,0.23634401742276975,1,1,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",CFIT,Controlled Flight Into Terrain,CFIT-SA,Situational Awareness,0.40833621948743737,33.4,0.21929274803407184,1,2,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",CFIT,Controlled Flight Into Terrain,HF-VIOLATION,Violation,0.38601561985541755,31.5,0.20780948793156584,1,3,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",LOC-I,Loss of Control - Inflight,HF-DECISION,Decision Error,0.434940417910746,37.2,0.25144402961877826,1,1,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",LOC-I,Loss of Control - Inflight,LOC-I-ENV,Environmental LOC,0.3646583331331148,31.2,0.2034579579891883,1,3,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.37002691987074054,31.6,0.20712343530899843,1,2,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",WSTRW,Wind Shear/Thunderstorm,WSTRW-MICRO,Microburst,0.596619103852666,49.4,0.33612359394020785,5,2,,
AAR0102.pdf,"Runway Overrun During Landing, American Airlines Flight 1420, McDonnell Douglas MD-82",1999-05-31,"Little Rock, AR",WSTRW,Wind Shear/Thunderstorm,WSTRW-TSTORM,Thunderstorm Encounter,0.6108661422350408,50.6,0.3354617443886039,9,1,,
AAR0201.pdf,"Loss of Control and Impact with Pacific Ocean Alaska Airlines Flight 261 McDonnell Douglas MD-83, N963AS",2000-01-30,"Anacapa Island, CA",LOC-I,Loss of Control - Inflight,LOC-I-STALL,Aerodynamic Stall,0.4652847496607926,31.0,0.21436484905294423,2,3,,
AAR0201.pdf,"Loss of Control and Impact with Pacific Ocean Alaska Airlines Flight 261 McDonnell Douglas MD-83, N963AS",2000-01-30,"Anacapa Island, CA",LOC-I,Loss of Control - Inflight,LOC-I-SYS,System-Induced LOC,0.4993236575530947,33.3,0.2275844060488229,2,2,,
AAR0201.pdf,"Loss of Control and Impact with Pacific Ocean Alaska Airlines Flight 261 McDonnell Douglas MD-83, N963AS",2000-01-30,"Anacapa Island, CA",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.5339108935132149,35.6,0.21370824233493918,3,1,,
AAR0201.pdf,"Loss of Control and Impact with Pacific Ocean Alaska Airlines Flight 261 McDonnell Douglas MD-83, N963AS",2000-01-30,"Anacapa Island, CA",SCF-NP,System/Component Failure - Non-Powerplant,SCF-NP-STRUCT,Structural Failure,0.47885272706722914,100.0,0.22884572594840874,2,1,,
AAR0201.pdf,"Loss of Control and Impact with Pacific Ocean Alaska Airlines Flight 261 McDonnell Douglas MD-83, N963AS",2000-01-30,"Anacapa Island, CA",SCF-PP,System/Component Failure - Powerplant,SCF-PP-ENG,Engine Mechanical Failure,0.40612007892346613,100.0,0.2194416433760789,1,1,,
AAR0301.pdf,"In-Flight Electrical System Failure and Loss of Control, Jet Express Services, Raytheon (Beechcraft) Super King Air 200, N81PF",2001-01-26,"Strasburg, CO",LOC-I,Loss of Control - Inflight,HF-PERCEPTUAL,Perceptual Error,0.5792712180767351,33.9,0.3171250970908137,3,1,,
AAR0301.pdf,"In-Flight Electrical System Failure and Loss of Control, Jet Express Services, Raytheon (Beechcraft) Super King Air 200, N81PF",2001-01-26,"Strasburg, CO",LOC-I,Loss of Control - Inflight,LOC-I-SD,Spatial Disorientation,0.5512004917745673,32.3,0.40807831632911046,1,3,,
AAR0301.pdf,"In-Flight Electrical System Failure and Loss of Control, Jet Express Services, Raytheon (Beechcraft) Super King Air 200, N81PF",2001-01-26,"Strasburg, CO",LOC-I,Loss of Control - Inflight,LOC-I-UPSET,Aircraft Upset,0.5782307335001202,33.8,0.2955105145548784,4,2,,
AAR0303.pdf,"Loss of Control and Impact With Terrain Aviation Charter, Inc., Raytheon (Beechcraft) King Air A100, N41BE",2002-10-24,"Eveleth, MN",ICE,Icing,ICE-STRUCT,Structural Icing,0.407808688211403,100.0,0.23282603998489657,1,1,,
AAR0303.pdf,"Loss of Control and Impact With Terrain Aviation Charter, Inc., Raytheon (Beechcraft) King Air A100, N41BE",2002-10-24,"Eveleth, MN",LOC-I,Loss of Control - Inflight,HF-VIOLATION,Violation,0.49755913912538197,29.4,0.26492760765375967,2,3,,
